108960,51,תל אביב ,5000,תל אביב - יפו ,101 ,רדינג ,official ,101
114374,51,תל אביב ,5000,תל אביב - יפו ,3003 ,גלעינית ,official ,3003
114375,51,תל אביב ,5000,תל אביב - יפו ,12835,הגלעינית ,synonym of 3003 ,3003
114376,51,תל אביב ,5000,תל אביב - יפו ,3004 ,מחרוזת ,official ,3004
114377,51,תל אביב ,5000,תל אביב - יפו ,12836,המחרוזת ,synonym of 3004 ,3004
114378,51,תל אביב ,5000,תל אביב - יפו ,3005 ,נרדור ,official ,3005
114379,51,תל אביב ,5000,תל אביב - יפו ,12837,נר דור ,synonym of 3005 ,3005
114380,51,תל אביב ,5000,תל אביב - יפו ,12838,נרזור ,synonym of 3005 ,3005
114381,51,תל אביב ,5000,תל אביב - יפו ,3006 ,סומקן ,official ,3006
114382,51,תל אביב ,5000,תל אביב - יפו ,12839,סמקן ,synonym of 3006 ,3006
114383,51,תל אביב ,5000,תל אביב - יפו ,3007 ,שזר זלמן ,official ,3007
114384,51,תל אביב ,5000,תל אביב - יפו ,12840,האפרסק ,synonym of 3007 ,3007
114385,51,תל אביב ,5000,תל אביב - יפו ,12841,זלמן שזר ,synonym of 3007 ,3007
114386,51,תל אביב ,5000,תל אביב - יפו ,12842,שזר זלמן ,synonym of 3007 ,3007
114387,51,תל אביב ,5000,תל אביב - יפו ,12843,שזר ,synonym of 3007 ,3007
114388,51,תל אביב ,5000,תל אביב - יפו ,12844,שזר ,synonym of 3007 ,3007
114389,51,תל אביב ,5000,תל אביב - יפו ,12845,אפרסק ,synonym of 3007 ,3007
114390,51,תל אביב ,5000,תל אביב - יפו ,12846,זלמן שזר ,synonym of 3007 ,3007
114391,51,תל אביב ,5000,תל אביב - יפו ,3008 ,אירוס ,official ,3008
114392,51,תל אביב ,5000,תל אביב - יפו ,12847,איריס ,synonym of 3008 ,3008
114393,51,תל אביב ,5000,תל אביב - יפו ,3009 ,דקל ,official ,3009
114394,51,תל אביב ,5000,תל אביב - יפו ,12848,הדקל ,synonym of 3009 ,3009
114395,51,תל אביב ,5000,תל אביב - יפו ,3010 ,שקד ,official ,3010
114396,51,תל אביב ,5000,תל אביב - יפו ,12849,השקד ,synonym of 3010 ,3010
114397,51,תל אביב ,5000,תל אביב - יפו ,3011 ,גרוסמן מאיר ,official ,3011
114398,51,תל אביב ,5000,תל אביב - יפו ,12850,מאיר גרוסמן ,synonym of 3011 ,3011
114399,51,תל אביב ,5000,תל אביב - יפו ,12851,האגס ,synonym of 3011 ,3011
114400,51,תל אביב ,5000,תל אביב - יפו ,12852,אגס ,synonym of 3011 ,3011
114401,51,תל אביב ,5000,תל אביב - יפו ,3012 ,קורקידי ,official ,3012
114402,51,תל אביב ,5000,תל אביב - יפו ,12853,קורקידי נסים ,synonym of 3012 ,3012
114403,51,תל אביב ,5000,תל אביב - יפו ,3013 ,שיק ,official ,3013
114404,51,תל אביב ,5000,תל אביב - יפו ,12854,ארתור שיק ,synonym of 3013 ,3013
114405,51,תל אביב ,5000,תל אביב - יפו ,12855,שיך ,synonym of 3013 ,3013
114406,51,תל אביב ,5000,תל אביב - יפו ,3014 ,צונץ ,official ,3014
114407,51,תל אביב ,5000,תל אביב - יפו ,12856,צונס ,synonym of 3014 ,3014
114408,51,תל אביב ,5000,תל אביב - יפו ,3015 ,מרקיש פרץ ,official ,3015
114409,51,תל אביב ,5000,תל אביב - יפו ,12857,רח 385 ,synonym of 3015 ,3015
114410,51,תל אביב ,5000,תל אביב - יפו ,12858,רח 3385 ,synonym of 3015 ,3015
114411,51,תל אביב ,5000,תל אביב - יפו ,12859,פרץ מרקיש ,synonym of 3015 ,3015
114412,51,תל אביב ,5000,תל אביב - יפו ,12860,מרקיש ,synonym of 3015 ,3015
114413,51,תל אביב ,5000,תל אביב - יפו ,3016 ,כרמי דב ,official ,3016
114414,51,תל אביב ,5000,תל אביב - יפו ,12861,דב כרמי ,synonym of 3016 ,3016
114415,51,תל אביב ,5000,תל אביב - יפו ,12862,רח 2338 ,synonym of 3016 ,3016
114416,51,תל אביב ,5000,תל אביב - יפו ,12863,אדריכל דב כרמי ,synonym of 3016 ,3016
114417,51,תל אביב ,5000,תל אביב - יפו ,3018 ,הזז חיים ,official ,3018
114418,51,תל אביב ,5000,תל אביב - יפו ,12864,חיים הזז ,synonym of 3018 ,3018
114419,51,תל אביב ,5000,תל אביב - יפו ,12865,הזז ,synonym of 3018 ,3018
114420,51,תל אביב ,5000,תל אביב - יפו ,3019 ,רוזן פנחס ,official ,3019
114421,51,תל אביב ,5000,תל אביב - יפו ,12866,פנחס רוזן ,synonym of 3019 ,3019
114422,51,תל אביב ,5000,תל אביב - יפו ,12867,רוזן ,synonym of 3019 ,3019
114423,51,תל אביב ,5000,תל אביב - יפו ,12868,דרך הרצליה ,synonym of 3019 ,3019
114424,51,תל אביב ,5000,תל אביב - יפו ,3020 ,הלוחמים ,official ,3020
114425,51,תל אביב ,5000,תל אביב - יפו ,3021 ,רמבה אייזיק ,official ,3021
114426,51,תל אביב ,5000,תל אביב - יפו ,12869,אייזיק רמבה ,synonym of 3021 ,3021
114427,51,תל אביב ,5000,תל אביב - יפו ,3023 ,גמזו חיים דר' ,official ,3023
114428,51,תל אביב ,5000,תל אביב - יפו ,12870,דר' גמזו חיים ,synonym of 3023 ,3023
114429,51,תל אביב ,5000,תל אביב - יפו ,12871,גמזו חיים ,synonym of 3023 ,3023
114430,51,תל אביב ,5000,תל אביב - יפו ,12872,חיים גמזו ,synonym of 3023 ,3023
114431,51,תל אביב ,5000,תל אביב - יפו ,12873,דר' חיים גמזו ,synonym of 3023 ,3023
114432,51,תל אביב ,5000,תל אביב - יפו ,3024 ,רח 2423 ,official ,3024
114433,51,תל אביב ,5000,תל אביב - יפו ,3025 ,רח 3946 ,official ,3025
114434,51,תל אביב ,5000,תל אביב - יפו ,3026 ,רח 3947 ,official ,3026
114435,51,תל אביב ,5000,תל אביב - יפו ,3027 ,רח 3948 ,official ,3027
114436,51,תל אביב ,5000,תל אביב - יפו ,3101 ,יוניצ'מן ,official ,3101
114437,51,תל אביב ,5000,תל אביב - יפו ,12874,מלון קולוני ,synonym of 3101 ,3101
114438,51,תל אביב ,5000,תל אביב - יפו ,12875,יוניצמן ,synonym of 3101 ,3101
114439,51,תל אביב ,5000,תל אביב - יפו ,3102 ,מיכאל )נאמן( ,official ,3102
114440,51,תל אביב ,5000,תל אביב - יפו ,12876,נאמן ,synonym of 3102 ,3102
114441,51,תל אביב ,5000,תל אביב - יפו ,12877,מיכאל נאמן ,synonym of 3102 ,3102
114442,51,תל אביב ,5000,תל אביב - יפו ,12878,שד מיכאל נאמן ,synonym of 3102 ,3102
114443,51,תל אביב ,5000,תל אביב - יפו ,12879,שד נאמן מיכאל ,synonym of 3102 ,3102
114444,51,תל אביב ,5000,תל אביב - יפו ,12880,מיכאל ,synonym of 3102 ,3102
114445,51,תל אביב ,5000,תל אביב - יפו ,12881,רח 2366 ,synonym of 3102 ,3102
114446,51,תל אביב ,5000,תל אביב - יפו ,12882,נאמן מיכאל ,synonym of 3102 ,3102
114447,51,תל אביב ,5000,תל אביב - יפו ,12883,שד' מיכאל נאמן ,synonym of 3102 ,3102
114448,51,תל אביב ,5000,תל אביב - יפו ,3103 ,אורי צבי גרינברג ,official ,3103
114449,51,תל אביב ,5000,תל אביב - יפו ,12884,רח 2215 ,synonym of 3103 ,3103
114450,51,תל אביב ,5000,תל אביב - יפו ,12885,גרינברג ,synonym of 3103 ,3103
114451,51,תל אביב ,5000,תל אביב - יפו ,12886,גרינברג אורי צבי ,synonym of 3103 ,3103
114452,51,תל אביב ,5000,תל אביב - יפו ,12887,א צ ג ,synonym of 3103 ,3103
114453,51,תל אביב ,5000,תל אביב - יפו ,12888,אצג ,synonym of 3103 ,3103
114454,51,תל אביב ,5000,תל אביב - יפו ,3104 ,יערי מאיר ,official ,3104
114455,51,תל אביב ,5000,תל אביב - יפו ,12889,מאיר יערי ,synonym of 3104 ,3104
114456,51,תל אביב ,5000,תל אביב - יפו ,12890,יערי ,synonym of 3104 ,3104
114457,51,תל אביב ,5000,תל אביב - יפו ,3105 ,גלילי ישראל ,official ,3105
114458,51,תל אביב ,5000,תל אביב - יפו ,12891,גלילי ,synonym of 3105 ,3105
114459,51,תל אביב ,5000,תל אביב - יפו ,12892,ישראל גלילי ,synonym of 3105 ,3105
114460,51,תל אביב ,5000,תל אביב - יפו ,12893,רח 2117 ,synonym of 3105 ,3105
114461,51,תל אביב ,5000,תל אביב - יפו ,3106 ,בוני העיר ,official ,3106
114462,51,תל אביב ,5000,תל אביב - יפו ,12894,רח 2119 ,synonym of 3106 ,3106
114463,51,תל אביב ,5000,תל אביב - יפו ,3107 ,רובינא חנה ,official ,3107
114464,51,תל אביב ,5000,תל אביב - יפו ,12895,חנה רובינא ,synonym of 3107 ,3107
114465,51,תל אביב ,5000,תל אביב - יפו ,12896,רח 2344 ,synonym of 3107 ,3107
114466,51,תל אביב ,5000,תל אביב - יפו ,12897,רובינא ,synonym of 3107 ,3107
114467,51,תל אביב ,5000,תל אביב - יפו ,12898,רובינה ,synonym of 3107 ,3107
114468,51,תל אביב ,5000,תל אביב - יפו ,12899,חנה רובינה ,synonym of 3107 ,3107
114469,51,תל אביב ,5000,תל אביב - יפו ,12900,רובינה חנה ,synonym of 3107 ,3107
114470,51,תל אביב ,5000,תל אביב - יפו ,3108 ,קובנר אבא ,official ,3108
114471,51,תל אביב ,5000,תל אביב - יפו ,12901,רח 2121 ,synonym of 3108 ,3108
114472,51,תל אביב ,5000,תל אביב - יפו ,12902,אבא קובנר ,synonym of 3108 ,3108
114473,51,תל אביב ,5000,תל אביב - יפו ,12903,קובנר ,synonym of 3108 ,3108
114474,51,תל אביב ,5000,תל אביב - יפו ,3109 ,רופא המחתרות ,official ,3109
114475,51,תל אביב ,5000,תל אביב - יפו ,12904,רח 2122 ,synonym of 3109 ,3109
114476,51,תל אביב ,5000,תל אביב - יפו ,12905,מקס מרכוס ,synonym of 3109 ,3109
114477,51,תל אביב ,5000,תל אביב - יפו ,12906,מרכוס מקס ,synonym of 3109 ,3109
114478,51,תל אביב ,5000,תל אביב - יפו ,3110 ,רובין ראובן ,official ,3110
114479,51,תל אביב ,5000,תל אביב - יפו ,12907,ראובן רובין ,synonym of 3110 ,3110
114480,51,תל אביב ,5000,תל אביב - יפו ,12908,ראובן ,synonym of 3110 ,3110
114481,51,תל אביב ,5000,תל אביב - יפו ,12909,ראובן הצייר ,synonym of 3110 ,3110
114482,51,תל אביב ,5000,תל אביב - יפו ,12910,הצייר ראובן ,synonym of 3110 ,3110
114483,51,תל אביב ,5000,תל אביב - יפו ,3111 ,אביגור שאול ,official ,3111
114484,51,תל אביב ,5000,תל אביב - יפו ,12911,אביגור ,synonym of 3111 ,3111
114485,51,תל אביב ,5000,תל אביב - יפו ,12912,שאול אביגור ,synonym of 3111 ,3111
114486,51,תל אביב ,5000,תל אביב - יפו ,3112 ,מרסל ינקו ,official ,3112
114487,51,תל אביב ,5000,תל אביב - יפו ,12913,ינקו ,synonym of 3112 ,3112
114488,51,תל אביב ,5000,תל אביב - יפו ,12914,ינקו מרסל ,synonym of 3112 ,3112
114489,51,תל אביב ,5000,תל אביב - יפו ,3113 ,ויינשל ,official ,3113
114490,51,תל אביב ,5000,תל אביב - יפו ,12915,וינשל ,synonym of 3113 ,3113
114491,51,תל אביב ,5000,תל אביב - יפו ,3114 ,רוזנבלום יאיר ,official ,3114
114492,51,תל אביב ,5000,תל אביב - יפו ,12916,רח 2351 ,synonym of 3114 ,3114
114493,51,תל אביב ,5000,תל אביב - יפו ,12917,יאיר רוזנבלום ,synonym of 3114 ,3114
114494,51,תל אביב ,5000,תל אביב - יפו ,3115 ,סמבורסקי דניאל ,official ,3115
114495,51,תל אביב ,5000,תל אביב - יפו ,12918,רח 2352 ,synonym of 3115 ,3115
114496,51,תל אביב ,5000,תל אביב - יפו ,12919,דניאל סמבורסקי ,synonym of 3115 ,3115
114497,51,תל אביב ,5000,תל אביב - יפו ,3116 ,מוקדי משה ,official ,3116
114498,51,תל אביב ,5000,תל אביב - יפו ,12920,רח 2353 ,synonym of 3116 ,3116
114499,51,תל אביב ,5000,תל אביב - יפו ,12921,משה מוקדי ,synonym of 3116 ,3116
114500,51,תל אביב ,5000,תל אביב - יפו ,3117 ,רח 2362 ,official ,3117
114501,51,תל אביב ,5000,תל אביב - יפו ,3118 ,רח 2363 ,official ,3118
114502,51,תל אביב ,5000,תל אביב - יפו ,3119 ,רח 2364 ,official ,3119
114503,51,תל אביב ,5000,תל אביב - יפו ,3120 ,סאמט שמעון ,official ,3120
114504,51,תל אביב ,5000,תל אביב - יפו ,12922,סאמט ,synonym of 3120 ,3120
114505,51,תל אביב ,5000,תל אביב - יפו ,12923,שמעון סאמט ,synonym of 3120 ,3120
114506,51,תל אביב ,5000,תל אביב - יפו ,12924,רח 2241 ,synonym of 3120 ,3120
114507,51,תל אביב ,5000,תל אביב - יפו ,12925,סמט שמעון ,synonym of 3120 ,3120
114508,51,תל אביב ,5000,תל אביב - יפו ,3121 ,רח 2120 ,official ,3121
114509,51,תל אביב ,5000,תל אביב - יפו ,3130 ,רח 2040 ,official ,3130
114510,51,תל אביב ,5000,תל אביב - יפו ,3140 ,סי אנד סאן ,official ,3140
114511,51,תל אביב ,5000,תל אביב - יפו ,12926,סי אנד סן ,synonym of 3140 ,3140
114512,51,תל אביב ,5000,תל אביב - יפו ,3150 ,קאונטרי קלאב ,official ,3150
114513,51,תל אביב ,5000,תל אביב - יפו ,12927,מלון קאנטרי קלאב ,synonym of 3150 ,3150
114514,51,תל אביב ,5000,תל אביב - יפו ,12928,קאנטרי קלאב ,synonym of 3150 ,3150
114515,51,תל אביב ,5000,תל אביב - יפו ,3160 ,מלון מנדרין ,official ,3160
114516,51,תל אביב ,5000,תל אביב - יפו ,12929,מנדרין ,synonym of 3160 ,3160
114517,51,תל אביב ,5000,תל אביב - יפו ,3201 ,סמ גולי קניה ,official ,3201
114518,51,תל אביב ,5000,תל אביב - יפו ,3250 ,סוסקין אברהם ,official ,3250
114519,51,תל אביב ,5000,תל אביב - יפו ,12930,רח 2216 ,synonym of 3250 ,3250
114520,51,תל אביב ,5000,תל אביב - יפו ,12931,סוסקין ,synonym of 3250 ,3250
114521,51,תל אביב ,5000,תל אביב - יפו ,12932,אברהם סוסקין ,synonym of 3250 ,3250
114522,51,תל אביב ,5000,תל אביב - יפו ,3280 ,לבון פנחס ,official ,3280
114523,51,תל אביב ,5000,תל אביב - יפו ,12933,רח 3847 ,synonym of 3280 ,3280
114524,51,תל אביב ,5000,תל אביב - יפו ,12934,לבון ,synonym of 3280 ,3280
114525,51,תל אביב ,5000,תל אביב - יפו ,12935,פנחס לבון ,synonym of 3280 ,3280
114526,51,תל אביב ,5000,תל אביב - יפו ,3281 ,ירבלום מרק ,official ,3281
114527,51,תל אביב ,5000,תל אביב - יפו ,12936,ירבלום ,synonym of 3281 ,3281
114528,51,תל אביב ,5000,תל אביב - יפו ,3350 ,גוטמן נחום ,official ,3350
114529,51,תל אביב ,5000,תל אביב - יפו ,12937,רח 2181 ,synonym of 3350 ,3350
114530,51,תל אביב ,5000,תל אביב - יפו ,12938,גוטמן ,synonym of 3350 ,3350
114531,51,תל אביב ,5000,תל אביב - יפו ,4001 ,מעבר 333 ,official ,4001
114532,51,תל אביב ,5000,תל אביב - יפו ,4002 ,רח 355 ,official ,4002
114533,51,תל אביב ,5000,תל אביב - יפו ,4003 ,רח 356 ,official ,4003
114534,51,תל אביב ,5000,תל אביב - יפו ,4004 ,שטח התערוכה הישנה ,official ,4004
114535,51,תל אביב ,5000,תל אביב - יפו ,12939,רח 428 ,synonym of 4004 ,4004
114536,51,תל אביב ,5000,תל אביב - יפו ,4005 ,רח 429 ,official ,4005
114537,51,תל אביב ,5000,תל אביב - יפו ,4006 ,רח 440 ,official ,4006
114538,51,תל אביב ,5000,תל אביב - יפו ,4007 ,רח 443 ,official ,4007
114539,51,תל אביב ,5000,תל אביב - יפו ,4008 ,רח 444 ,official ,4008
114540,51,תל אביב ,5000,תל אביב - יפו ,4009 ,יצחק )זיקו( גרציאני ,official ,4009
114541,51,תל אביב ,5000,תל אביב - יפו ,12940,רח 454 ,synonym of 4009 ,4009
114542,51,תל אביב ,5000,תל אביב - יפו ,12941,יצחק גרציאני )זיקו( ,synonym of 4009 ,4009
114543,51,תל אביב ,5000,תל אביב - יפו ,12942,יצחק גרציאני ,synonym of 4009 ,4009
114544,51,תל אביב ,5000,תל אביב - יפו ,12943,גרציאני יצחק )זיקו( ,synonym of 4009 ,4009
114545,51,תל אביב ,5000,תל אביב - יפו ,4010 ,רח 470 ,official ,4010
114546,51,תל אביב ,5000,תל אביב - יפו ,4011 ,רח 479 ,official ,4011
114547,51,תל אביב ,5000,תל אביב - יפו ,4012 ,רח 589 ,official ,4012
114548,51,תל אביב ,5000,תל אביב - יפו ,4013 ,בסוק חיים מנחם דר' ,official ,4013
114549,51,תל אביב ,5000,תל אביב - יפו ,12944,רח 613 ,synonym of 4013 ,4013
114550,51,תל אביב ,5000,תל אביב - יפו ,12945,דר' בסוק חיים מנחם ,synonym of 4013 ,4013
114551,51,תל אביב ,5000,תל אביב - יפו ,12946,בסוק חיים מנחם ,synonym of 4013 ,4013
114552,51,תל אביב ,5000,תל אביב - יפו ,12947,בסוק ,synonym of 4013 ,4013
114553,51,תל אביב ,5000,תל אביב - יפו ,12948,חיים מנחם בסוק ,synonym of 4013 ,4013
114554,51,תל אביב ,5000,תל אביב - יפו ,12949,מנחם חיים בסוק ,synonym of 4013 ,4013
114555,51,תל אביב ,5000,תל אביב - יפו ,12950,מנחם חיים ,synonym of 4013 ,4013
114556,51,תל אביב ,5000,תל אביב - יפו ,12951,חיים מנחם ,synonym of 4013 ,4013
114557,51,תל אביב ,5000,תל אביב - יפו ,4014 ,רח 614 ,official ,4014
114558,51,תל אביב ,5000,תל אביב - יפו ,4015 ,רח 615 ,official ,4015
114559,51,תל אביב ,5000,תל אביב - יפו ,4016 ,סימון וייל ,official ,4016
114560,51,תל אביב ,5000,תל אביב - יפו ,12952,רח 632 ,synonym of 4016 ,4016
114561,51,תל אביב ,5000,תל אביב - יפו ,12953,וייל סימון ,synonym of 4016 ,4016
114562,51,תל אביב ,5000,תל אביב - יפו ,4017 ,רח 666 ,official ,4017
114563,51,תל אביב ,5000,תל אביב - יפו ,4018 ,רח 668 ,official ,4018
114564,51,תל אביב ,5000,תל אביב - יפו ,4019 ,רח 693 ,official ,4019
114565,51,תל אביב ,5000,תל אביב - יפו ,4020 ,רח 697 ,official ,4020
114566,51,תל אביב ,5000,תל אביב - יפו ,4021 ,רח 711 ,official ,4021
114567,51,תל אביב ,5000,תל אביב - יפו ,4022 ,רח 818 ,official ,4022
114568,51,תל אביב ,5000,תל אביב - יפו ,4023 ,רח 856 ,official ,4023
114569,51,תל אביב ,5000,תל אביב - יפו ,4024 ,פרלשטיין פסיה ויעקב ,official ,4024
114570,51,תל אביב ,5000,תל אביב - יפו ,12954,רח 907 ,synonym of 4024 ,4024
114571,51,תל אביב ,5000,תל אביב - יפו ,12955,פסיה ויעקב פרלשטיין ,synonym of 4024 ,4024
114572,51,תל אביב ,5000,תל אביב - יפו ,12956,יעקב ופסיה פרלשטיין ,synonym of 4024 ,4024
114573,51,תל אביב ,5000,תל אביב - יפו ,12957,פסיה ויעקב ,synonym of 4024 ,4024
114574,51,תל אביב ,5000,תל אביב - יפו ,12958,פרלשטיין ,synonym of 4024 ,4024
114575,51,תל אביב ,5000,תל אביב - יפו ,4025 ,רח 912 ,official ,4025
114576,51,תל אביב ,5000,תל אביב - יפו ,4026 ,רח 921 ,official ,4026
114577,51,תל אביב ,5000,תל אביב - יפו ,4027 ,רח 976 ,official ,4027
114578,51,תל אביב ,5000,תל אביב - יפו ,4028 ,רח 977 ,official ,4028
114579,51,תל אביב ,5000,תל אביב - יפו ,4029 ,רח 979 ,official ,4029
114580,51,תל אביב ,5000,תל אביב - יפו ,4030 ,נחמיה בן אברהם ,official ,4030
114581,51,תל אביב ,5000,תל אביב - יפו ,12959,רח 980 ,synonym of 4030 ,4030
114582,51,תל אביב ,5000,תל אביב - יפו ,4031 ,רח 1019 ,official ,4031
114583,51,תל אביב ,5000,תל אביב - יפו ,4032 ,רח 1024 ,official ,4032
114584,51,תל אביב ,5000,תל אביב - יפו ,4033 ,יעוד ודרך ,official ,4033
114585,51,תל אביב ,5000,תל אביב - יפו ,12960,רח 1062 ,synonym of 4033 ,4033
114586,51,תל אביב ,5000,תל אביב - יפו ,4034 ,רח 1063 ,official ,4034
114587,51,תל אביב ,5000,תל אביב - יפו ,4035 ,רח 1073 ,official ,4035
114588,51,תל אביב ,5000,תל אביב - יפו ,4036 ,רח 1080 ,official ,4036
114589,51,תל אביב ,5000,תל אביב - יפו ,4037 ,קפלן שלמה ,official ,4037
114590,51,תל אביב ,5000,תל אביב - יפו ,12961,רח 1081 ,synonym of 4037 ,4037
114591,51,תל אביב ,5000,תל אביב - יפו ,12962,שלמה קפלן ,synonym of 4037 ,4037
114592,51,תל אביב ,5000,תל אביב - יפו ,4038 ,גילוץ דבורה ומנחם ,official ,4038
114593,51,תל אביב ,5000,תל אביב - יפו ,12963,רח 1096 ,synonym of 4038 ,4038
114594,51,תל אביב ,5000,תל אביב - יפו ,12964,גילוץ ,synonym of 4038 ,4038
114595,51,תל אביב ,5000,תל אביב - יפו ,12965,דבורה ומנחם גילוץ ,synonym of 4038 ,4038
114596,51,תל אביב ,5000,תל אביב - יפו ,4039 ,רח 1099 ,official ,4039
114597,51,תל אביב ,5000,תל אביב - יפו ,4040 ,רח 1100 ,official ,4040
114598,51,תל אביב ,5000,תל אביב - יפו ,4041 ,בייליס מנחם מנדל ,official ,4041
114599,51,תל אביב ,5000,תל אביב - יפו ,12966,רח 1103 ,synonym of 4041 ,4041
114600,51,תל אביב ,5000,תל אביב - יפו ,12967,בייליס ,synonym of 4041 ,4041
114601,51,תל אביב ,5000,תל אביב - יפו ,12968,מנחם מנדל בייליס ,synonym of 4041 ,4041
114602,51,תל אביב ,5000,תל אביב - יפו ,4042 ,בלאס שמחה ,official ,4042
114603,51,תל אביב ,5000,תל אביב - יפו ,12969,רח 1104 ,synonym of 4042 ,4042
114604,51,תל אביב ,5000,תל אביב - יפו ,12970,שמחה בלאס ,synonym of 4042 ,4042
114605,51,תל אביב ,5000,תל אביב - יפו ,4043 ,ברסלבי יוסף ,official ,4043
114606,51,תל אביב ,5000,תל אביב - יפו ,12971,רח 1105 ,synonym of 4043 ,4043
114607,51,תל אביב ,5000,תל אביב - יפו ,12972,ברסלבסקי ,synonym of 4043 ,4043
114608,51,תל אביב ,5000,תל אביב - יפו ,12973,ברסלבסקי יוסף ,synonym of 4043 ,4043
114609,51,תל אביב ,5000,תל אביב - יפו ,12974,יוסף ברסלבי ,synonym of 4043 ,4043
114610,51,תל אביב ,5000,תל אביב - יפו ,12975,יוסף ברסלבסקי ,synonym of 4043 ,4043
114611,51,תל אביב ,5000,תל אביב - יפו ,12976,ברסלבי ,synonym of 4043 ,4043
114612,51,תל אביב ,5000,תל אביב - יפו ,12977,יוסף ,synonym of 4043 ,4043
114613,51,תל אביב ,5000,תל אביב - יפו ,4044 ,אלפרין חיים ,official ,4044
114614,51,תל אביב ,5000,תל אביב - יפו ,12978,רח 1106 ,synonym of 4044 ,4044
114615,51,תל אביב ,5000,תל אביב - יפו ,12979,חיים אלפרין ,synonym of 4044 ,4044
114616,51,תל אביב ,5000,תל אביב - יפו ,12980,אלפרין ,synonym of 4044 ,4044
114617,51,תל אביב ,5000,תל אביב - יפו ,4045 ,קיכלר זילברמן לנה ,official ,4045
114618,51,תל אביב ,5000,תל אביב - יפו ,12981,רח 1107 ,synonym of 4045 ,4045
114619,51,תל אביב ,5000,תל אביב - יפו ,12982,זילברמן לנה קיכלר ,synonym of 4045 ,4045
114620,51,תל אביב ,5000,תל אביב - יפו ,12983,לנה זילברמן קיכלר ,synonym of 4045 ,4045
114621,51,תל אביב ,5000,תל אביב - יפו ,12984,קיכלר זילברמן ,synonym of 4045 ,4045
114622,51,תל אביב ,5000,תל אביב - יפו ,12985,קיכלר לנה ,synonym of 4045 ,4045
114623,51,תל אביב ,5000,תל אביב - יפו ,12986,לנה ,synonym of 4045 ,4045
114624,51,תל אביב ,5000,תל אביב - יפו ,12987,קיכלר ,synonym of 4045 ,4045
114625,51,תל אביב ,5000,תל אביב - יפו ,12988,לנה קיכלר ,synonym of 4045 ,4045
114626,51,תל אביב ,5000,תל אביב - יפו ,12989,זילברמן לנה ,synonym of 4045 ,4045
114627,51,תל אביב ,5000,תל אביב - יפו ,12990,לנה זילברמן ,synonym of 4045 ,4045
114628,51,תל אביב ,5000,תל אביב - יפו ,12991,זילברמן ,synonym of 4045 ,4045
114629,51,תל אביב ,5000,תל אביב - יפו ,4046 ,האחים בילסקי ,official ,4046
114630,51,תל אביב ,5000,תל אביב - יפו ,12992,רח 1108 ,synonym of 4046 ,4046
114631,51,תל אביב ,5000,תל אביב - יפו ,12993,בילסקי ,synonym of 4046 ,4046
114632,51,תל אביב ,5000,תל אביב - יפו ,4047 ,משפחת חלפי ,official ,4047
114633,51,תל אביב ,5000,תל אביב - יפו ,12994,רח 1112 ,synonym of 4047 ,4047
114634,51,תל אביב ,5000,תל אביב - יפו ,4048 ,סמ בארי ,official ,4048
114635,51,תל אביב ,5000,תל אביב - יפו ,12995,רח 1113 ,synonym of 4048 ,4048
114636,51,תל אביב ,5000,תל אביב - יפו ,4049 ,רח 1115 ,official ,4049
114637,51,תל אביב ,5000,תל אביב - יפו ,4050 ,רח 1116 ,official ,4050
114638,51,תל אביב ,5000,תל אביב - יפו ,4051 ,רח 1118 ,official ,4051
114639,51,תל אביב ,5000,תל אביב - יפו ,4052 ,רח 1121 ,official ,4052
114640,51,תל אביב ,5000,תל אביב - יפו ,4053 ,רח 1130 ,official ,4053
114641,51,תל אביב ,5000,תל אביב - יפו ,4054 ,מרד גטו ורשה ,official ,4054
114642,51,תל אביב ,5000,תל אביב - יפו ,12996,רח 1131 ,synonym of 4054 ,4054
114643,51,תל אביב ,5000,תל אביב - יפו ,12997,מרד גיטו ורשה ,synonym of 4054 ,4054
114644,51,תל אביב ,5000,תל אביב - יפו ,12998,גטו ורשה ,synonym of 4054 ,4054
114645,51,תל אביב ,5000,תל אביב - יפו ,4055 ,רח 1133 ,official ,4055
114646,51,תל אביב ,5000,תל אביב - יפו ,4056 ,רח 3694 ,official ,4056
114647,51,תל אביב ,5000,תל אביב - יפו ,4057 ,רח 1138 ,official ,4057
114648,51,תל אביב ,5000,תל אביב - יפו ,4058 ,רח 1139 ,official ,4058
114649,51,תל אביב ,5000,תל אביב - יפו ,4059 ,רח 1140 ,official ,4059
114650,51,תל אביב ,5000,תל אביב - יפו ,4060 ,רח 1141 ,official ,4060
114651,51,תל אביב ,5000,תל אביב - יפו ,4061 ,רח 1142 ,official ,4061
114652,51,תל אביב ,5000,תל אביב - יפו ,4062 ,צימפל פרידריך ,official ,4062
114653,51,תל אביב ,5000,תל אביב - יפו ,12999,רח 1164 ,synonym of 4062 ,4062
114654,51,תל אביב ,5000,תל אביב - יפו ,13000,צימפל קארל פרידריך ,synonym of 4062 ,4062
114655,51,תל אביב ,5000,תל אביב - יפו ,13001,פרידריך צימפל ,synonym of 4062 ,4062
114656,51,תל אביב ,5000,תל אביב - יפו ,13002,צימפל ,synonym of 4062 ,4062
114657,51,תל אביב ,5000,תל אביב - יפו ,4063 ,אליאש מרים ,official ,4063
114658,51,תל אביב ,5000,תל אביב - יפו ,13003,רח 1165 ,synonym of 4063 ,4063
